url,university,programme,slug,title-cased-name-emitted
"/universities/vit-university-online/mca/data-mining-techniques","vit-university-online","MCA","data-mining-techniques","Data Mining Techniques"
"/universities/vit-university-online/mca/machine-learning","vit-university-online","MCA","machine-learning","Machine Learning"
"/universities/vit-university-online/mca/mobile-application-development","vit-university-online","MCA","mobile-application-development","Mobile Application Development"
"/universities/vit-university-online/mca/software-quality-assurance-and-reliability","vit-university-online","MCA","software-quality-assurance-and-reliability","Software Quality Assurance And Reliability"
"/universities/vit-university-online/mca/virtual-and-augmented-reality","vit-university-online","MCA","virtual-and-augmented-reality","Virtual And Augmented Reality"
"/universities/vivekananda-global-university-online/bba/fintech","vivekananda-global-university-online","BBA","fintech","Fintech"
"/universities/vivekananda-global-university-online/bca/ux-data-science-ctis-cloud-tech-info-security","vivekananda-global-university-online","BCA","ux-data-science-ctis-cloud-tech-info-security","Ux Data Science Ctis Cloud Tech Info Security"
"/universities/vivekananda-global-university-online/mba/hr-management","vivekananda-global-university-online","MBA","hr-management","Hr Management"
"/universities/vtu-online/mba/finance","vtu-online","MBA","finance","Finance"
"/universities/vtu-online/mba/hr-management","vtu-online","MBA","hr-management","Hr Management"
"/universities/vtu-online/mba/marketing","vtu-online","MBA","marketing","Marketing"
"/universities/vtu-online/mca/general-it-software-development","vtu-online","MCA","general-it-software-development","General It Software Development"
